Frequency   	S[1,1]_Mag  	S[1,1]_Phs  	S[1,2]_Mag  	S[1,2]_Phs  	S[1,3]_Mag  	S[1,3]_Phs  	S[1,4]_Mag  	S[1,4]_Phs  	S[2,1]_Mag  	S[2,1]_Phs  	S[2,2]_Mag  	S[2,2]_Phs  	S[2,3]_Mag  	S[2,3]_Phs  	S[2,4]_Mag  	S[2,4]_Phs  	S[3,1]_Mag  	S[3,1]_Phs  	S[3,2]_Mag  	S[3,2]_Phs  	S[3,3]_Mag  	S[3,3]_Phs  	S[3,4]_Mag  	S[3,4]_Phs  	S[4,1]_Mag  	S[4,1]_Phs  	S[4,2]_Mag  	S[4,2]_Phs  	S[4,3]_Mag  	S[4,3]_Phs  	S[4,4]_Mag  	S[4,4]_Phs  	
1.735000000000000E+08 	6.520765442620521E-01  	1.759707097202170E+02  	6.429684861298122E-01  	-7.463748583935600E+01  	7.281879499493470E-02  	-7.480562971321849E+01  	7.090413280501907E-02  	-7.738741815109969E+01  	6.429684861298122E-01  	-7.463748583935600E+01  	6.962641897180530E-01  	-1.552940606170320E+02  	1.180353789661860E-02  	-7.171458316920410E+00  	1.409627345683330E-02  	4.855253651565160E+01  	7.281879499493470E-02  	-7.480562971321849E+01  	1.180353789661860E-02  	-7.171458316920410E+00  	7.978668237236609E-01  	-1.516140344123920E+02  	5.447292077749432E-01  	-5.691937649942959E+01  	7.090413280501907E-02  	-7.738741815109969E+01  	1.409627345683330E-02  	4.855253651565160E+01  	5.447292077749432E-01  	-5.691937649942959E+01  	7.999484243386892E-01  	-1.503329985795420E+02  	
1.830000000000000E+08 	6.723449473752900E-01  	1.703981058741430E+02  	6.153782180213030E-01  	-7.864983001974460E+01  	6.951941417423020E-02  	-8.279238372233220E+01  	6.775966179128021E-02  	-8.563856913432710E+01  	6.153782180213030E-01  	-7.864983001974460E+01  	7.200151831775211E-01  	-1.579665810965430E+02  	4.681263280915450E-03  	3.358943752909110E+01  	1.554457515504630E-02  	8.426929464559642E+01  	6.951941417423020E-02  	-8.279238372233220E+01  	4.681263280915450E-03  	3.358943752909110E+01  	8.141475591037080E-01  	-1.535417174758310E+02  	5.198853717931681E-01  	-5.870154017696080E+01  	6.775966179128021E-02  	-8.563856913432710E+01  	1.554457515504630E-02  	8.426929464559642E+01  	5.198853717931681E-01  	-5.870154017696080E+01  	8.161976828699550E-01  	-1.521992439488200E+02  	
1.925000000000000E+08 	6.918783486542019E-01  	1.644887006035290E+02  	5.861281762084470E-01  	-8.277974194503111E+01  	6.570010150668429E-02  	-9.107190432760231E+01  	6.413416640793140E-02  	-9.421896273286279E+01  	5.861281762084470E-01  	-8.277974194503111E+01  	7.432576031702102E-01  	-1.606282393977350E+02  	8.792996224971761E-03  	1.148816197417250E+02  	2.250276019512490E-02  	1.054110458955830E+02  	6.570010150668429E-02  	-9.107190432760231E+01  	8.792996224971761E-03  	1.148816197417250E+02  	8.289352856350563E-01  	-1.553972561274310E+02  	4.957035041307030E-01  	-6.038843908783041E+01  	6.413416640793140E-02  	-9.421896273286279E+01  	2.250276019512490E-02  	1.054110458955830E+02  	4.957035041307030E-01  	-6.038843908783041E+01  	8.309250938546282E-01  	-1.539930201248770E+02  	
2.020000000000000E+08 	7.106895213512211E-01  	1.581702887470320E+02  	5.547856507080500E-01  	-8.705009446036030E+01  	6.133028110398529E-02  	-9.978378252270988E+01  	6.000304216588890E-02  	-1.032791199013410E+02  	5.547856507080500E-01  	-8.705009446036030E+01  	7.661105872870991E-01  	-1.632964667865070E+02  	1.829992875525310E-02  	1.267190899390530E+02  	3.203155630940131E-02  	1.141757533007520E+02  	6.133028110398529E-02  	-9.978378252270988E+01  	1.829992875525310E-02  	1.267190899390530E+02  	8.423373571467198E-01  	-1.571871823726520E+02  	4.721607131467719E-01  	-6.198007335269320E+01  	6.000304216588890E-02  	-1.032791199013410E+02  	3.203155630940131E-02  	1.141757533007520E+02  	4.721607131467719E-01  	-6.198007335269320E+01  	8.442370182495170E-01  	-1.557207883248910E+02  	
2.115000000000000E+08 	7.287412949808801E-01  	1.513595539373820E+02  	5.208249911054429E-01  	-9.148210498378941E+01  	5.636957002849870E-02  	-1.091255810016690E+02  	5.533428248130770E-02  	-1.130311265136690E+02  	5.208249911054429E-01  	-9.148210498378941E+01  	7.886569330625530E-01  	-1.659919454390530E+02  	2.873723848900020E-02  	1.279615235108650E+02  	4.284293053964620E-02  	1.173948847600410E+02  	5.636957002849870E-02  	-1.091255810016690E+02  	2.873723848900020E-02  	1.279615235108650E+02  	8.544433327328469E-01  	-1.589173385613010E+02  	4.492337340738020E-01  	-6.347440197717441E+01  	5.533428248130770E-02  	-1.130311265136690E+02  	4.284293053964620E-02  	1.173948847600410E+02  	4.492337340738020E-01  	-6.347440197717441E+01  	8.562211051762750E-01  	-1.573882923381380E+02  	
2.210000000000000E+08 	7.459266207320771E-01  	1.439606504581550E+02  	4.836168229204641E-01  	-9.609080116640571E+01  	5.077637611028829E-02  	-1.193968849880490E+02  	5.009890211937409E-02  	-1.237931093842730E+02  	4.836168229204641E-01  	-9.609080116640571E+01  	8.109151508266520E-01  	-1.687390405936210E+02  	3.979772662147921E-02  	1.266212953760140E+02  	5.452017194167900E-02  	1.180019901560190E+02  	5.077637611028829E-02  	-1.193968849880490E+02  	3.979772662147921E-02  	1.266212953760140E+02  	8.653244681531460E-01  	-1.605928904277520E+02  	4.269017670850150E-01  	-6.486681872208270E+01  	5.009890211937409E-02  	-1.237931093842730E+02  	5.452017194167900E-02  	1.180019901560190E+02  	4.269017670850150E-01  	-6.486681872208270E+01  	8.669456728538288E-01  	-1.590005169212540E+02  	
2.305000000000000E+08 	7.620406542214528E-01  	1.358646552380610E+02  	4.424284845505870E-01  	-1.008752560358490E+02  	4.452918478942230E-02  	-1.310913396188630E+02  	4.429534929976501E-02  	-1.360778225998030E+02  	4.424284845505870E-01  	-1.008752560358490E+02  	8.327971552306661E-01  	-1.715657627453990E+02  	5.142905238253031E-02  	1.242287810853850E+02  	6.690794684412429E-02  	1.171856496756370E+02  	4.452918478942230E-02  	-1.310913396188630E+02  	5.142905238253031E-02  	1.242287810853850E+02  	8.750325677726922E-01  	-1.622182479868490E+02  	4.051507090476161E-01  	-6.614945361072020E+01  	4.429534929976501E-02  	-1.360778225998030E+02  	6.690794684412429E-02  	1.171856496756370E+02  	4.051507090476161E-01  	-6.614945361072020E+01  	8.764589274227481E-01  	-1.605615272808040E+02  	
2.400000000000000E+08 	7.767455356467021E-01  	1.269509144243010E+02  	3.964516021671110E-01  	-1.057974840412450E+02  	3.768019716494250E-02  	-1.451058157350020E+02  	3.800787731183400E-02  	-1.507784303796960E+02  	3.964516021671110E-01  	-1.057974840412450E+02  	8.540487113422940E-01  	-1.745027246671560E+02  	6.360204138785000E-02  	1.212435071452830E+02  	7.992238946726600E-02  	1.154692686530690E+02  	3.768019716494250E-02  	-1.451058157350020E+02  	6.360204138785000E-02  	1.212435071452830E+02  	8.835983576546931E-01  	-1.637968507892580E+02  	3.839796105651141E-01  	-6.731035857411339E+01  	3.800787731183400E-02  	-1.507784303796960E+02  	7.992238946726600E-02  	1.154692686530690E+02  	3.839796105651141E-01  	-6.731035857411339E+01  	8.847889268238740E-01  	-1.620741468864980E+02  	
2.495000000000000E+08 	7.895337600067651E-01  	1.170919553924500E+02  	3.448870265709991E-01  	-1.107347862518030E+02  	3.049937263833850E-02  	-1.632400395641990E+02  	3.155138679964220E-02  	-1.695498090263530E+02  	3.448870265709991E-01  	-1.107347862518030E+02  	8.741750781206039E-01  	-1.775802741374110E+02  	7.626066346684179E-02  	1.178302701057710E+02  	9.347361973344652E-02  	1.130982745283350E+02  	3.049937263833850E-02  	-1.632400395641990E+02  	7.626066346684179E-02  	1.178302701057710E+02  	8.910295482416472E-01  	-1.653307219979950E+02  	3.634102530193861E-01  	-6.833277968638581E+01  	3.155138679964220E-02  	-1.695498090263530E+02  	9.347361973344652E-02  	1.130982745283350E+02  	3.634102530193861E-01  	-6.833277968638581E+01  	8.919461295528560E-01  	-1.635394415181140E+02  	
2.590000000000000E+08 	7.997069879191721E-01  	1.061643547112210E+02  	2.871449001014450E-01  	-1.153618938343090E+02  	2.388557383584780E-02  	1.708070307545560E+02  	2.582670035146880E-02  	1.646907844060850E+02  	2.871449001014450E-01  	-1.153618938343090E+02  	8.923677135401751E-01  	1.791771585569820E+02  	8.928778540463020E-02  	1.140526642562680E+02  	1.074146887290680E-01  	1.101938505851200E+02  	2.388557383584780E-02  	1.708070307545560E+02  	8.928778540463020E-02  	1.140526642562680E+02  	8.973098270212311E-01  	-1.668194632037591E+02  	3.435006918528190E-01  	-6.919498309290130E+01  	2.582670035146880E-02  	1.646907844060850E+02  	1.074146887290680E-01  	1.101938505851200E+02  	3.435006918528190E-01  	-6.919498309290130E+01  	8.979316388762622E-01  	-1.649560419664290E+02  	
2.685000000000000E+08 	8.064047014099760E-01  	9.406826265620080E+01  	2.232921169858050E-01  	-1.188104185351220E+02  	2.028189711063990E-02  	1.324467455327930E+02  	2.290040909289200E-02  	1.293504557825450E+02  	2.232921169858050E-01  	-1.188104185351220E+02  	9.074712981480060E-01  	1.757599541362270E+02  	1.024735025248900E-01  	1.099442363788990E+02  	1.215000181093560E-01  	1.068263738180920E+02  	2.028189711063990E-02  	1.324467455327930E+02  	1.024735025248900E-01  	1.099442363788990E+02  	9.024165731950372E-01  	-1.682578673942600E+02  	3.243646731596000E-01  	-6.987162475312290E+01  	2.290040909289200E-02  	1.293504557825450E+02  	1.215000181093560E-01  	1.068263738180920E+02  	3.243646731596000E-01  	-6.987162475312290E+01  	9.027550301371731E-01  	-1.663195040703910E+02  	
2.780000000000000E+08 	8.087337880302230E-01  	8.075708595397731E+01  	1.552503021859150E-01  	-1.184179289177460E+02  	2.298513731498320E-02  	8.930099935962201E+01  	2.523567738832900E-02  	9.029745718907330E+01  	1.552503021859150E-01  	-1.184179289177460E+02  	9.180521212182040E-01  	1.721838219515650E+02  	1.154960545755600E-01  	1.055465688433300E+02  	1.353642671706340E-01  	1.030582994864550E+02  	2.298513731498320E-02  	8.930099935962201E+01  	1.154960545755600E-01  	1.055465688433300E+02  	9.064235000941548E-01  	-1.696351243062160E+02  	3.062048860396471E-01  	-7.034043664317460E+01  	2.523567738832900E-02  	9.029745718907330E+01  	1.353642671706340E-01  	1.030582994864550E+02  	3.062048860396471E-01  	-7.034043664317460E+01  	9.064635634527880E-01  	-1.676221631004900E+02  	
2.875000000000000E+08 	8.060400406466472E-01  	6.627458550679830E+01  	9.229442533927051E-02  	-1.038023370805940E+02  	3.131563173898390E-02  	5.646855168651440E+01  	3.251070785981480E-02  	5.825654850786870E+01  	9.229442533927051E-02  	-1.038023370805940E+02  	9.225975989650161E-01  	1.684955834448640E+02  	1.279392334225020E-01  	1.009359037116260E+02  	1.485543902934070E-01  	9.896790966986981E+01  	3.131563173898390E-02  	5.646855168651440E+01  	1.279392334225020E-01  	1.009359037116260E+02  	9.095416146053691E-01  	-1.709458360246010E+02  	2.893209837788670E-01  	-7.061443867150381E+01  	3.251070785981480E-02  	5.825654850786870E+01  	1.485543902934070E-01  	9.896790966986981E+01  	2.893209837788670E-01  	-7.061443867150381E+01  	9.091768165082220E-01  	-1.688539823031591E+02  	
2.970000000000000E+08 	7.982859770392110E-01  	5.078894329239890E+01  	7.744560260630851E-02  	-5.658346718386942E+01  	4.218823455249320E-02  	3.304717747117429E+01  	4.234517542315390E-02  	3.410216152249250E+01  	7.744560260630851E-02  	-5.658346718386942E+01  	9.196092425467361E-01  	1.647593530399790E+02  	1.393781829787380E-01  	9.624610403989422E+01  	1.606776401483290E-01  	9.463197776096898E+01  	4.218823455249320E-02  	3.304717747117429E+01  	1.393781829787380E-01  	9.624610403989422E+01  	9.119256996553660E-01  	-1.721893810776210E+02  	2.737009366301470E-01  	-7.077674433367550E+01  	4.234517542315390E-02  	3.410216152249250E+01  	1.606776401483290E-01  	9.463197776096898E+01  	2.737009366301470E-01  	-7.077674433367550E+01  	9.111189518536391E-01  	-1.700036294483810E+02  	
3.065000000000000E+08 	7.863577295266889E-01  	3.460590717283960E+01  	1.207540882415670E-01  	-2.931973128912340E+01  	5.351710006683320E-02  	1.452269995624030E+01  	5.283731545730730E-02  	1.482563190517170E+01  	1.207540882415670E-01  	-2.931973128912340E+01  	9.053628209295820E-01  	1.610157425621530E+02  	1.495116284681740E-01  	9.174788340128319E+01  	1.718296336340570E-01  	8.977967513719369E+01  	5.351710006683320E-02  	1.452269995624030E+01  	1.495116284681740E-01  	9.174788340128319E+01  	9.137694851862351E-01  	-1.733623946176039E+02  	2.590227078259960E-01  	-7.083295847698992E+01  	5.283731545730730E-02  	1.482563190517170E+01  	1.718296336340570E-01  	8.977967513719369E+01  	2.590227078259960E-01  	-7.083295847698992E+01  	9.127827103392590E-01  	-1.710589803744920E+02  	
3.160000000000000E+08 	7.720411049102921E-01  	1.814433520589260E+01  	1.861008496422470E-01  	-2.328725494376081E+01  	6.413111631002739E-02  	-1.379984074839230E+00  	6.288654029733540E-02  	-1.530823077988680E+00  	1.861008496422470E-01  	-2.328725494376081E+01  	8.707829108961040E-01  	1.592115589984730E+02  	1.563467599645710E-01  	8.775419318605472E+01  	1.699390061326280E-01  	8.632104430974610E+01  	6.413111631002739E-02  	-1.379984074839230E+00  	1.563467599645710E-01  	8.775419318605472E+01  	9.153490007232240E-01  	-1.744670135922900E+02  	2.453654378084830E-01  	-7.078705611870799E+01  	6.288654029733540E-02  	-1.530823077988680E+00  	1.699390061326280E-01  	8.632104430974610E+01  	2.453654378084830E-01  	-7.078705611870799E+01  	9.149722876281500E-01  	-1.720655551317070E+02  	
3.255000000000000E+08 	7.575622605443582E-01  	1.872763868261051E+00  	2.504168652940610E-01  	-2.612374321894160E+01  	7.339367140208099E-02  	-1.551289157657111E+01  	7.184472084776120E-02  	-1.602489272406100E+01  	2.504168652940610E-01  	-2.612374321894160E+01  	8.817982187648051E-01  	1.567241251137190E+02  	1.620404831067290E-01  	8.320934593897741E+01  	1.810515868390040E-01  	8.340886057240471E+01  	7.339367140208099E-02  	-1.551289157657111E+01  	1.620404831067290E-01  	8.320934593897741E+01  	9.169108456832130E-01  	-1.755137111659060E+02  	2.326237920603540E-01  	-7.069919933188579E+01  	7.184472084776120E-02  	-1.602489272406100E+01  	1.810515868390040E-01  	8.340886057240471E+01  	2.326237920603540E-01  	-7.069919933188579E+01  	9.167674910914519E-01  	-1.730529871165600E+02  	
3.350000000000000E+08 	7.449300110617920E-01  	-1.377369773717080E+01  	3.058425449342670E-01  	-3.148997314828630E+01  	8.096516504400419E-02  	-2.820684273706160E+01  	7.921792374863040E-02  	-2.911645056207709E+01  	3.058425449342670E-01  	-3.148997314828630E+01  	8.678182786947251E-01  	1.538652515321100E+02  	1.671916276941310E-01  	7.944055256438131E+01  	1.866484212242510E-01  	8.011552453143909E+01  	8.096516504400419E-02  	-2.820684273706160E+01  	1.671916276941310E-01  	7.944055256438131E+01  	9.185923283627160E-01  	-1.765176464933300E+02  	2.205258818801910E-01  	-7.060437874811500E+01  	7.921792374863040E-02  	-2.911645056207709E+01  	1.866484212242510E-01  	8.011552453143909E+01  	2.205258818801910E-01  	-7.060437874811500E+01  	9.184954865164401E-01  	-1.739894834918560E+02  	
3.445000000000000E+08 	7.353788030483218E-01  	-2.847772330291250E+01  	3.508625018156840E-01  	-3.754116342281610E+01  	8.679451151303230E-02  	-3.965605628859801E+01  	8.487414192169061E-02  	-4.093901346660721E+01  	3.508625018156840E-01  	-3.754116342281610E+01  	8.514556448693070E-01  	1.515449482635280E+02  	1.712758193925520E-01  	7.623996789152181E+01  	1.906124616851610E-01  	7.728324216412908E+01  	8.679451151303230E-02  	-3.965605628859801E+01  	1.712758193925520E-01  	7.623996789152181E+01  	9.204112060297119E-01  	-1.774935543010150E+02  	2.088204049514400E-01  	-7.050028045919061E+01  	8.487414192169061E-02  	-4.093901346660721E+01  	1.906124616851610E-01  	7.728324216412908E+01  	2.088204049514400E-01  	-7.050028045919061E+01  	9.203896062357950E-01  	-1.748972620736750E+02  	
3.540000000000000E+08 	7.285471545157871E-01  	-4.199890082099748E+01  	3.858668541958490E-01  	-4.360749782289560E+01  	9.104756940652341E-02  	-5.000746922396709E+01  	8.898811895390478E-02  	-5.160297640577250E+01  	3.858668541958490E-01  	-4.360749782289560E+01  	8.363040437090361E-01  	1.495537395246170E+02  	1.747315189254420E-01  	7.351099065932300E+01  	1.937713510305880E-01  	7.487115890393642E+01  	9.104756940652341E-02  	-5.000746922396709E+01  	1.747315189254420E-01  	7.351099065932300E+01  	9.223049919825521E-01  	-1.784523522620219E+02  	1.973454620849820E-01  	-7.035885320281690E+01  	8.898811895390478E-02  	-5.160297640577250E+01  	1.937713510305880E-01  	7.487115890393642E+01  	1.973454620849820E-01  	-7.035885320281690E+01  	9.223771573410471E-01  	-1.757911777852500E+02  	
3.635000000000000E+08 	7.254344081066340E-01  	-5.424282218579339E+01  	4.120880383542060E-01  	-4.942280179824770E+01  	9.398893936343541E-02  	-5.939155359999150E+01  	9.183432256599609E-02  	-6.123727099221212E+01  	4.120880383542060E-01  	-4.942280179824770E+01  	8.232343392192170E-01  	1.477680962162190E+02  	1.779190209695561E-01  	7.117243003167471E+01  	1.965438727650860E-01  	7.280621266686060E+01  	9.398893936343541E-02  	-5.939155359999150E+01  	1.779190209695561E-01  	7.117243003167471E+01  	9.241816232931082E-01  	-1.794003594253020E+02  	1.860297724264991E-01  	-7.013990829966600E+01  	9.183432256599609E-02  	-6.123727099221212E+01  	1.965438727650860E-01  	7.280621266686060E+01  	1.860297724264991E-01  	-7.013990829966600E+01  	9.243509152471291E-01  	-1.766783309057190E+02  	
3.730000000000000E+08 	7.250987335083610E-01  	-6.527390031880360E+01  	4.310242597387881E-01  	-5.489306441482520E+01  	9.589629276874682E-02  	-6.793084187905831E+01  	9.368618646213531E-02  	-6.997015301083550E+01  	4.310242597387881E-01  	-5.489306441482520E+01  	8.123949803467820E-01  	1.460954655873710E+02  	1.810817247741230E-01  	6.913745310993561E+01  	1.991597647457310E-01  	7.100744670341390E+01  	9.589629276874682E-02  	-6.793084187905831E+01  	1.810817247741230E-01  	6.913745310993561E+01  	9.259554506493771E-01  	1.796597778045330E+02  	1.748659437658250E-01  	-6.980038817054140E+01  	9.368618646213531E-02  	-6.997015301083550E+01  	1.991597647457310E-01  	7.100744670341390E+01  	1.748659437658250E-01  	-6.980038817054140E+01  	9.262228260940821E-01  	-1.775616792992170E+02  	
3.825000000000000E+08 	7.268263170107812E-01  	-7.516652410936058E+01  	4.441166623044719E-01  	-6.000439681554209E+01  	9.701567783755152E-02  	-7.573864221827699E+01  	9.477794854607370E-02  	-7.791828485270689E+01  	4.441166623044719E-01  	-6.000439681554209E+01  	8.036084259102391E-01  	1.444627723955830E+02  	1.843572452156590E-01  	6.732169824396870E+01  	2.017136444764610E-01  	6.939833153710020E+01  	9.701567783755152E-02  	-7.573864221827699E+01  	1.843572452156590E-01  	6.732169824396870E+01  	9.275635025804491E-01  	1.787276831150530E+02  	1.638810994172860E-01  	-6.929837275987020E+01  	9.477794854607370E-02  	-7.791828485270689E+01  	2.017136444764610E-01  	6.939833153710020E+01  	1.638810994172860E-01  	-6.929837275987020E+01  	9.279353379058453E-01  	-1.784422866344520E+02  	
3.920000000000000E+08 	7.300471693884640E-01  	-8.403262018791941E+01  	4.526023370134719E-01  	-6.478040361788329E+01  	9.754542173597040E-02  	-8.291607437983529E+01  	9.529360385531699E-02  	-8.518160184183481E+01  	4.526023370134719E-01  	-6.478040361788329E+01  	7.965518670381690E-01  	1.428112039770240E+02  	1.877991786131020E-01  	6.565005399904480E+01  	2.041967862453490E-01  	6.791318111054410E+01  	9.754542173597040E-02  	-8.291607437983529E+01  	1.877991786131020E-01  	6.565005399904480E+01  	9.289682677102892E-01  	1.778040798685180E+02  	1.531153208190020E-01  	-6.859345304228110E+01  	9.529360385531699E-02  	-8.518160184183481E+01  	2.041967862453490E-01  	6.791318111054410E+01  	1.531153208190020E-01  	-6.859345304228110E+01  	9.294597671963150E-01  	-1.793207817884480E+02  	
4.014999999999999E+08 	7.343021684206620E-01  	-9.199484136386280E+01  	4.574707760111171E-01  	-6.926149209524201E+01  	9.763529156838617E-02  	-8.955017365455620E+01  	9.536823411081820E-02  	-9.184055750933368E+01  	4.574707760111171E-01  	-6.926149209524201E+01  	7.908502514288291E-01  	1.410904623731880E+02  	1.913980059516690E-01  	6.405899102334601E+01  	2.065161875391850E-01  	6.649911729834650E+01  	9.763529156838617E-02  	-8.955017365455620E+01  	1.913980059516690E-01  	6.405899102334601E+01  	9.301544886666391E-01  	1.768900338774230E+02  	1.426085472784920E-01  	-6.764526434736230E+01  	9.536823411081820E-02  	-9.184055750933368E+01  	2.065161875391850E-01  	6.649911729834650E+01  	1.426085472784920E-01  	-6.764526434736230E+01  	9.307906367593159E-01  	1.798016636388130E+02  	
4.110000000000001E+08 	7.392506189935361E-01  	-9.917228260006010E+01  	4.594678725415060E-01  	-7.349528644464409E+01  	9.739161688042990E-02  	-9.571309978372931E+01  	9.509387192074149E-02  	-9.795378324105781E+01  	4.594678725415060E-01  	-7.349528644464409E+01  	7.861110891687521E-01  	1.392517218991220E+02  	1.950946192748450E-01  	6.249544748917490E+01  	2.084978746965390E-01  	6.511570244426740E+01  	9.739161688042990E-02  	-9.571309978372931E+01  	1.950946192748450E-01  	6.249544748917490E+01  	9.311248935978400E-01  	1.759865317726740E+02  	1.323927822922150E-01  	-6.641117844243470E+01  	9.509387192074149E-02  	-9.795378324105781E+01  	2.084978746965390E-01  	6.511570244426740E+01  	1.323927822922150E-01  	-6.641117844243470E+01  	9.319397277319541E-01  	1.789225446122460E+02  	
4.205000000000000E+08 	7.446629615629941E-01  	-1.056736897077920E+02  	4.591105621242789E-01  	-7.753319036193810E+01  	9.688305800632181E-02  	-1.014615146368390E+02  	9.452597817904640E-02  	-1.035540548684030E+02  	4.591105621242789E-01  	-7.753319036193810E+01  	7.819115850396350E-01  	1.372386178741210E+02  	1.987823381475820E-01  	6.091357804794391E+01  	2.098687335407820E-01  	6.373444685099700E+01  	9.688305800632181E-02  	-1.014615146368390E+02  	1.987823381475820E-01  	6.091357804794391E+01  	9.318973828027020E-01  	1.750942503062120E+02  	1.224857658122170E-01  	-6.484318516876860E+01  	9.452597817904640E-02  	-1.035540548684030E+02  	2.098687335407820E-01  	6.373444685099700E+01  	1.224857658122170E-01  	-6.484318516876860E+01  	9.329305789484970E-01  	1.780370877500320E+02  	
4.300000000000000E+08 	7.504121056977140E-01  	-1.115951434100610E+02  	4.566856229482310E-01  	-8.143080434492582E+01  	9.614419044188770E-02  	-1.068346186639220E+02  	9.368966943292720E-02  	-1.086392083781780E+02  	4.566856229482310E-01  	-8.143080434492582E+01  	7.777279475018910E-01  	1.349741462895470E+02  	2.022916263083740E-01  	5.927021469301220E+01  	2.102047622781390E-01  	6.234120039233368E+01  	9.614419044188770E-02  	-1.068346186639220E+02  	2.022916263083740E-01  	5.927021469301220E+01  	9.325050484554670E-01  	1.742133664602300E+02  	1.128820699190630E-01  	-6.288261587512170E+01  	9.368966943292720E-02  	-1.086392083781780E+02  	2.102047622781390E-01  	6.234120039233368E+01  	1.128820699190630E-01  	-6.288261587512170E+01  	9.337914649436189E-01  	1.771367105641400E+02  	
4.394999999999999E+08 	7.564754971381660E-01  	-1.170205609983420E+02  	4.522011965481489E-01  	-8.525122775302491E+01  	9.517527902239542E-02  	-1.118479831181860E+02  	9.258917410477630E-02  	-1.131510794609680E+02  	4.522011965481489E-01  	-8.525122775302491E+01  	7.727515359860141E-01  	1.323383973686980E+02  	2.053431979098000E-01  	5.751966737838699E+01  	2.088176249254290E-01  	6.094866127983180E+01  	9.517527902239542E-02  	-1.118479831181860E+02  	2.053431979098000E-01  	5.751966737838699E+01  	9.330005025728823E-01  	1.733432121443770E+02  	1.035363982335790E-01  	-6.044794126479100E+01  	9.258917410477630E-02  	-1.131510794609680E+02  	2.088176249254290E-01  	6.094866127983180E+01  	1.035363982335790E-01  	-6.044794126479100E+01  	9.345393948542610E-01  	1.762060192143270E+02  	
4.490000000000000E+08 	7.629619159194481E-01  	-1.220247906381650E+02  	4.452239049511990E-01  	-8.906997612890839E+01  	9.393810236535281E-02  	-1.164759586985860E+02  	9.123764045929648E-02  	-1.169261418059340E+02  	4.452239049511990E-01  	-8.906997612890839E+01  	7.654067717180700E-01  	1.291255215095660E+02  	2.074301852110201E-01  	5.561026591040950E+01  	2.045159926385510E-01  	5.964398496976511E+01  	9.393810236535281E-02  	-1.164759586985860E+02  	2.074301852110201E-01  	5.561026591040950E+01  	9.334670826691519E-01  	1.724813423595450E+02  	9.433158544277571E-02  	-5.739938624229250E+01  	9.123764045929648E-02  	-1.169261418059340E+02  	2.045159926385510E-01  	5.964398496976511E+01  	9.433158544277571E-02  	-5.739938624229250E+01  	9.351290907819644E-01  	1.752164571170630E+02  	
4.585000000000000E+08 	7.701856894667011E-01  	-1.266821889633410E+02  	4.344158872300350E-01  	-9.297211002843471E+01  	9.235772784741582E-02  	-1.206010762951980E+02  	8.978367863059282E-02  	-1.195804717348830E+02  	4.344158872300350E-01  	-9.297211002843471E+01  	7.519370243779600E-01  	1.249541328323750E+02  	2.075179705936090E-01  	5.349818553767988E+01  	1.951267676129870E-01  	5.877792749826030E+01  	9.235772784741582E-02  	-1.206010762951980E+02  	2.075179705936090E-01  	5.349818553767988E+01  	9.340394865636997E-01  	1.716206841491600E+02  	8.502945046493730E-02  	-5.341933260943009E+01  	8.978367863059282E-02  	-1.195804717348830E+02  	1.951267676129870E-01  	5.877792749826030E+01  	8.502945046493730E-02  	-5.341933260943009E+01  	9.352656037248319E-01  	1.741123562648490E+02  	
4.680000000000000E+08 	7.787907763726701E-01  	-1.310945716180220E+02  	4.162538546368831E-01  	-9.696936657025000E+01  	9.041480231907130E-02  	-1.238644370163860E+02  	8.909499644648972E-02  	-1.202969253324700E+02  	4.162538546368831E-01  	-9.696936657025000E+01  	7.216693935798661E-01  	1.190948549129330E+02  	2.032700870082050E-01  	5.128150294182000E+01  	1.769603925940000E-01  	5.984637073246051E+01  	9.041480231907130E-02  	-1.238644370163860E+02  	2.032700870082050E-01  	5.128150294182000E+01  	9.349115416070261E-01  	1.707400743358910E+02  	7.531614334973370E-02  	-4.755703416133530E+01  	8.909499644648972E-02  	-1.202969253324700E+02  	1.769603925940000E-01  	5.984637073246051E+01  	7.531614334973370E-02  	-4.755703416133530E+01  	9.336389792798461E-01  	1.727836085851510E+02  	
4.775000000000001E+08 	7.893867527449200E-01  	-1.354895813476680E+02  	3.825517356229791E-01  	-1.002868806459700E+02  	8.892915358427392E-02  	-1.253366699521620E+02  	9.328647675906571E-02  	-1.182209534728670E+02  	3.825517356229791E-01  	-1.002868806459700E+02  	6.402783941230021E-01  	1.105295106002580E+02  	1.898311671338000E-01  	5.017304667566210E+01  	1.508296255031071E-01  	6.989951985460510E+01  	8.892915358427392E-02  	-1.253366699521620E+02  	1.898311671338000E-01  	5.017304667566210E+01  	9.360369362373030E-01  	1.697749059665350E+02  	6.622107386746250E-02  	-3.664660391211951E+01  	9.328647675906571E-02  	-1.182209534728670E+02  	1.508296255031071E-01  	6.989951985460510E+01  	6.622107386746250E-02  	-3.664660391211951E+01  	9.246942913885600E-01  	1.710771301208960E+02  	
