Frequency   	S[1,1]_Mag  	S[1,1]_Phs  	S[1,2]_Mag  	S[1,2]_Phs  	S[1,3]_Mag  	S[1,3]_Phs  	S[1,4]_Mag  	S[1,4]_Phs  	S[2,1]_Mag  	S[2,1]_Phs  	S[2,2]_Mag  	S[2,2]_Phs  	S[2,3]_Mag  	S[2,3]_Phs  	S[2,4]_Mag  	S[2,4]_Phs  	S[3,1]_Mag  	S[3,1]_Phs  	S[3,2]_Mag  	S[3,2]_Phs  	S[3,3]_Mag  	S[3,3]_Phs  	S[3,4]_Mag  	S[3,4]_Phs  	S[4,1]_Mag  	S[4,1]_Phs  	S[4,2]_Mag  	S[4,2]_Phs  	S[4,3]_Mag  	S[4,3]_Phs  	S[4,4]_Mag  	S[4,4]_Phs  	
9.120108393559100E+01 	2.127689500339400E-03  	-1.184231129866510E-02  	9.978570687110700E-01  	-5.601179897275120E-05  	9.720888764762451E-06  	7.353805103075850E-01  	8.358829103500680E-06  	1.791900504236010E+02  	9.978570687110700E-01  	-5.601179897275120E-05  	2.127866631218080E-03  	-1.193202541136669E-02  	8.473909006391839E-06  	1.791987662784270E+02  	9.580899992894019E-06  	7.493870128824022E-01  	9.720888764762451E-06  	7.353805103075850E-01  	8.473909006391839E-06  	1.791987662784270E+02  	1.254864855366160E-04  	-3.434351303178572E-01  	9.998584902361839E-01  	-4.744884212802381E-05  	8.358829103500680E-06  	1.791900504236010E+02  	9.580899992894019E-06  	7.493870128824022E-01  	9.998584902361839E-01  	-4.744884212802381E-05  	1.255266055959210E-04  	-3.434591609069660E-01  	
9.549925860214360E+01 	2.127689504714950E-03  	-1.240042226775580E-02  	9.978570687110682E-01  	-5.865155358361762E-05  	9.720965997952329E-06  	7.700338472531483E-01  	8.358909646111337E-06  	1.791518841231910E+02  	9.978570687110682E-01  	-5.865155358361762E-05  	2.127866635660480E-03  	-1.249436447569600E-02  	8.473988909852859E-06  	1.791610105695330E+02  	9.580979041227698E-06  	7.847002184259499E-01  	9.720965997952329E-06  	7.700338472531483E-01  	8.473988909852859E-06  	1.791610105695330E+02  	1.254867029396290E-04  	-3.596203140802130E-01  	9.998584902361299E-01  	-4.968503714123402E-05  	8.358909646111337E-06  	1.791518841231910E+02  	9.580979041227698E-06  	7.847002184259499E-01  	9.998584902361299E-01  	-4.968503714123402E-05  	1.255268230988470E-04  	-3.596454771090760E-01  	
1.000000000000000E+02 	2.127689509512650E-03  	-1.298483620121469E-02  	9.978570687110659E-01  	-6.141571597451310E-05  	9.721050681755649E-06  	8.063197414631101E-01  	8.358997958435850E-06  	1.791119199073171E+02  	9.978570687110659E-01  	-6.141571597451310E-05  	2.127866640531470E-03  	-1.308320576828920E-02  	8.474076521389799E-06  	1.791214762699760E+02  	9.581065715252289E-06  	8.216770447009131E-01  	9.721050681755649E-06  	8.063197414631101E-01  	8.474076521389799E-06  	1.791214762699760E+02  	1.254869413168591E-04  	-3.765682205301870E-01  	9.998584902360702E-01  	-5.202662077517098E-05  	8.358997958435850E-06  	1.791119199073171E+02  	9.581065715252289E-06  	8.216770447009131E-01  	9.998584902360702E-01  	-5.202662077517098E-05  	1.255270615856300E-04  	-3.765945693561561E-01  	
1.047128548050900E+02 	2.127689514773220E-03  	-1.359679272026450E-02  	9.978570687110639E-01  	-6.431014930021862E-05  	9.721143534851506E-06  	8.443150435021082E-01  	8.359094789901830E-06  	1.790700731623340E+02  	9.978570687110639E-01  	-6.431014930021862E-05  	2.127866645872400E-03  	-1.369979830137350E-02  	8.474172584488789E-06  	1.790800796730440E+02  	9.581160750529048E-06  	8.603958010380957E-01  	9.721143534851506E-06  	8.443150435021082E-01  	8.474172584488789E-06  	1.790800796730440E+02  	1.254872026917730E-04  	-3.943147865662891E-01  	9.998584902360040E-01  	-5.447855984200620E-05  	8.359094789901830E-06  	1.790700731623340E+02  	9.581160750529048E-06  	8.603958010380957E-01  	9.998584902360040E-01  	-5.447855984200620E-05  	1.255273230806669E-04  	-3.943423770594581E-01  	
1.096478196143190E+02 	2.127689520541329E-03  	-1.423758986778069E-02  	9.978570687110621E-01  	-6.734099303700439E-05  	9.721245345226988E-06  	8.841002125384851E-01  	8.359200962203823E-06  	1.790262553045730E+02  	9.978570687110621E-01  	-6.734099303700439E-05  	2.127866651728620E-03  	-1.434544995141080E-02  	8.474277914330799E-06  	1.790367331441770E+02  	9.581264953554250E-06  	9.009384733502901E-01  	9.721245345226988E-06  	8.841002125384851E-01  	8.474277914330799E-06  	1.790367331441770E+02  	1.254874892830430E-04  	-4.128976413906988E-01  	9.998584902359321E-01  	-5.704605523248278E-05  	8.359200962203823E-06  	1.790262553045730E+02  	9.581264953554250E-06  	9.009384733502901E-01  	9.998584902359321E-01  	-5.704605523248278E-05  	1.255276098036470E-04  	-4.129265320520460E-01  	
1.148153621496880E+02 	2.127689526865929E-03  	-1.490858686163400E-02  	9.978570687110591E-01  	-7.051467600518749E-05  	9.721356976858120E-06  	9.257594844508401E-01  	8.359317376268149E-06  	1.789803735958560E+02  	9.978570687110591E-01  	-7.051467600518749E-05  	2.127866658149840E-03  	-1.502153023329869E-02  	8.474393404701389E-06  	1.789913449383890E+02  	9.581379208596566E-06  	9.433908953284411E-01  	9.721356976858120E-06  	9.257594844508401E-01  	8.474393404701389E-06  	1.789913449383890E+02  	1.254878035233680E-04  	-4.323561860650710E-01  	9.998584902358532E-01  	-5.973455294768630E-05  	8.359317376268149E-06  	1.789803735958560E+02  	9.581379208596566E-06  	9.433908953284411E-01  	9.998584902358532E-01  	-5.973455294768630E-05  	1.255279241883900E-04  	-4.323864381501250E-01  	
1.202264434617410E+02 	2.127689533800710E-03  	-1.561120697779760E-02  	9.978570687110557E-01  	-7.383793000541840E-05  	9.721479377034030E-06  	9.693810475670610E-01  	8.359445019888174E-06  	1.789323309507110E+02  	9.978570687110557E-01  	-7.383793000541840E-05  	2.127866665190560E-03  	-1.572947320531830E-02  	8.474520035565798E-06  	1.789438190094620E+02  	9.581504485193029E-06  	9.878429273990401E-01  	9.721479377034030E-06  	9.693810475670610E-01  	8.474520035565798E-06  	1.789438190094620E+02  	1.254881480801290E-04  	-4.527316767861060E-01  	9.998584902357663E-01  	-6.254975565072953E-05  	8.359445019888174E-06  	1.789323309507110E+02  	9.581504485193029E-06  	9.878429273990401E-01  	9.998584902357663E-01  	-6.254975565072953E-05  	1.255282689035010E-04  	-4.527633544343868E-01  	
1.258925411794170E+02 	2.127689541404560E-03  	-1.634694056933210E-02  	9.978570687110532E-01  	-7.731780409760562E-05  	9.721613584386510E-06  	1.015057226352480E+00  	8.359584976094390E-06  	1.788820257349380E+02  	9.978570687110532E-01  	-7.731780409760562E-05  	2.127866672910560E-03  	-1.647078051098981E-02  	8.474658881373002E-06  	1.788940548105750E+02  	9.581641846366590E-06  	1.034388643762959E+00  	9.721613584386510E-06  	1.015057226352480E+00  	8.474658881373002E-06  	1.788940548105750E+02  	1.254885258780180E-04  	-4.740673120517178E-01  	9.998584902356710E-01  	-6.549763476284338E-05  	8.359584976094390E-06  	1.788820257349380E+02  	9.581641846366590E-06  	1.034388643762959E+00  	9.998584902356710E-01  	-6.549763476284338E-05  	1.255286468750160E-04  	-4.741004824222310E-01  	
1.318256738556410E+02 	2.127689549742000E-03  	-1.711734822765470E-02  	9.978570687110500E-01  	-8.096167955277728E-05  	9.721760737692420E-06  	1.062884673372720E+00  	8.359738432329980E-06  	1.788293515551940E+02  	9.978570687110500E-01  	-8.096167955277728E-05  	2.127866681375370E-03  	-1.724702456428910E-02  	8.474811120158938E-06  	1.788419470860290E+02  	9.581792457634676E-06  	1.083126527844731E+00  	9.721760737692420E-06  	1.062884673372720E+00  	8.474811120158938E-06  	1.788419470860290E+02  	1.254889401238580E-04  	-4.964083238962099E-01  	9.998584902355671E-01  	-6.858444312954122E-05  	8.359738432329980E-06  	1.788293515551940E+02  	9.581792457634676E-06  	1.083126527844731E+00  	9.998584902355671E-01  	-6.858444312954122E-05  	1.255290613112330E-04  	-4.964430573092583E-01  	
1.380384264602890E+02 	2.127689558883830E-03  	-1.792406409279820E-02  	9.978570687110460E-01  	-8.477728550958568E-05  	9.721922085523310E-06  	1.112964569864760E+00  	8.359906690508930E-06  	1.787741970392520E+02  	9.978570687110460E-01  	-8.477728550958568E-05  	2.127866690656860E-03  	-1.805985188498389E-02  	8.474978043525427E-06  	1.787873856537300E+02  	9.581957596884777E-06  	1.134159676488760E+00  	9.721922085523310E-06  	1.112964569864760E+00  	8.474978043525427E-06  	1.787873856537300E+02  	1.254893943338170E-04  	-5.198020733804110E-01  	9.998584902354529E-01  	-7.181672828371790E-05  	8.359906690508930E-06  	1.787741970392520E+02  	9.581957596884777E-06  	1.134159676488760E+00  	9.998584902354529E-01  	-7.181672828371790E-05  	1.255295157299360E-04  	-5.198384434660140E-01  	
1.445439770745930E+02 	2.127689568907650E-03  	-1.876879931968090E-02  	9.978570687110420E-01  	-8.877271536865870E-05  	9.722098996823589E-06  	1.165402835256930E+00  	8.360091178041420E-06  	1.787164456065650E+02  	9.978570687110420E-01  	-8.877271536865870E-05  	2.127866700833800E-03  	-1.891098659116130E-02  	8.475161067578860E-06  	1.787302551780610E+02  	9.582138665200118E-06  	1.187596013246260E+00  	9.722098996823589E-06  	1.165402835256930E+00  	8.475161067578860E-06  	1.787302551780610E+02  	1.254898923632450E-04  	-5.442981505306371E-01  	9.998584902353271E-01  	-7.520134633381567E-05  	8.360091178041420E-06  	1.787164456065650E+02  	9.582138665200118E-06  	1.187596013246260E+00  	9.998584902353271E-01  	-7.520134633381567E-05  	1.255300139882450E-04  	-5.443362343838720E-01  	
1.513561248436210E+02 	2.127689579898550E-03  	-1.965334570774160E-02  	9.978570687110380E-01  	-9.295644395957594E-05  	9.722292972506301E-06  	1.220310345985480E+00  	8.360293459919320E-06  	1.786559752287990E+02  	9.978570687110380E-01  	-9.295644395957594E-05  	2.127866711992590E-03  	-1.980223405635920E-02  	8.475361744920500E-06  	1.786704349328100E+02  	9.582337198726631E-06  	1.243548511102620E+00  	9.722292972506301E-06  	1.220310345985480E+00  	8.475361744920500E-06  	1.786704349328100E+02  	1.254904384393810E-04  	-5.699484789285920E-01  	9.998584902351900E-01  	-7.874547650651673E-05  	8.360293459919320E-06  	1.786559752287990E+02  	9.582337198726631E-06  	1.243548511102620E+00  	9.998584902351900E-01  	-7.874547650651673E-05  	1.255305603153440E-04  	-5.699883572721460E-01  	
1.584893192461110E+02 	2.127689591949829E-03  	-2.057957950163980E-02  	9.978570687110330E-01  	-9.733734551687150E-05  	9.722505658164010E-06  	1.277803163960450E+00  	8.360515251962988E-06  	1.785926581799620E+02  	9.978570687110330E-01  	-9.733734551687150E-05  	2.127866724227970E-03  	-2.073548473905720E-02  	8.475581777789420E-06  	1.786077985537650E+02  	9.582554881681129E-06  	1.302135424999921E+00  	9.722505658164010E-06  	1.277803163960450E+00  	8.475581777789420E-06  	1.786077985537650E+02  	1.254910371972270E-04  	-5.968074251625740E-01  	9.998584902350388E-01  	-8.245663637480664E-05  	8.360515251962988E-06  	1.785926581799620E+02  	9.582554881681129E-06  	1.302135424999921E+00  	9.998584902350388E-01  	-8.245663637480664E-05  	1.255311593483630E-04  	-5.968491825168609E-01  	
1.659586907437560E+02 	2.127689605163790E-03  	-2.154946537108240E-02  	9.978570687110271E-01  	-1.019247125031960E-04  	9.722738858001859E-06  	1.338002775037760E+00  	8.360758435340860E-06  	1.785263607757640E+02  	9.978570687110271E-01  	-1.019247125031960E-04  	2.127866737643800E-03  	-2.171271819265210E-02  	8.475823032467980E-06  	1.785422137806480E+02  	9.582793560609850E-06  	1.363480534512860E+00  	9.722738858001859E-06  	1.338002775037760E+00  	8.475823032467980E-06  	1.785422137806480E+02  	1.254916937188670E-04  	-6.249319133591463E-01  	9.998584902348742E-01  	-8.634269780371230E-05  	8.360758435340860E-06  	1.785263607757640E+02  	9.582793560609850E-06  	1.363480534512860E+00  	9.998584902348742E-01  	-8.634269780371230E-05  	1.255318161717220E-04  	-6.249756382203012E-01  	
1.737800828749380E+02 	2.127689619652620E-03  	-2.256506057822160E-02  	9.978570687110219E-01  	-1.067282753195480E-04  	9.722994550109590E-06  	1.401036337857030E+00  	8.361025072483218E-06  	1.784569431018690E+02  	9.978570687110219E-01  	-1.067282753195480E-04  	2.127866752353961E-03  	-2.273600726442430E-02  	8.476087555070980E-06  	1.784735421880010E+02  	9.583055260017250E-06  	1.427713397037770E+00  	9.722994550109590E-06  	1.401036337857030E+00  	8.476087555070980E-06  	1.784735421880010E+02  	1.254924135765820E-04  	-6.543815450230880E-01  	9.998584902346931E-01  	-9.041190364753180E-05  	8.361025072483218E-06  	1.784569431018690E+02  	9.583055260017250E-06  	1.427713397037770E+00  	9.998584902346931E-01  	-9.041190364753180E-05  	1.255325363602630E-04  	-6.544273300492175E-01  	
1.819700858609980E+02 	2.127689635539300E-03  	-2.362851934146330E-02  	9.978570687110150E-01  	-1.117582229443920E-04  	9.723274903200919E-06  	1.467036943404800E+00  	8.361317424523686E-06  	1.783842587306710E+02  	9.978570687110150E-01  	-1.117582229443920E-04  	2.127866768483330E-03  	-2.380752249240330E-02  	8.476377588850462E-06  	1.784016389046910E+02  	9.583342199496019E-06  	1.494969611854150E+00  	9.723274903200919E-06  	1.467036943404800E+00  	8.476377588850462E-06  	1.784016389046910E+02  	1.254932028801250E-04  	-6.852187244226542E-01  	9.998584902344940E-01  	-9.467288523397559E-05  	8.361317424523686E-06  	1.783842587306710E+02  	9.583342199496019E-06  	1.494969611854150E+00  	9.998584902344940E-01  	-9.467288523397559E-05  	1.255333260265470E-04  	-6.852666666286858E-01  	
1.905460717963250E+02 	2.127689652958700E-03  	-2.474209740494630E-02  	9.978570687110079E-01  	-1.170252245454240E-04  	9.723582294960429E-06  	1.536143885661240E+00  	8.361637970413871E-06  	1.783081544262490E+02  	9.978570687110079E-01  	-1.170252245454240E-04  	2.127866786168830E-03  	-2.492953670946050E-02  	8.476695593160989E-06  	1.783263523216770E+02  	9.583656812501930E-06  	1.565391095415080E+00  	9.723582294960429E-06  	1.536143885661240E+00  	8.476695593160989E-06  	1.783263523216770E+02  	1.254940683285430E-04  	-7.175087897662720E-01  	9.998584902342771E-01  	-9.913468067230708E-05  	8.361637970413871E-06  	1.783081544262490E+02  	9.583656812501930E-06  	1.565391095415080E+00  	9.998584902342771E-01  	-9.913468067230708E-05  	1.255341918726990E-04  	-7.175589907278072E-01  	
1.995262314968880E+02 	2.127689672058700E-03  	-2.590815682338190E-02  	9.978570687110001E-01  	-1.225404521098070E-04  	9.723919332151579E-06  	1.608502943683270E+00  	8.361989427870987E-06  	1.782284698371870E+02  	9.978570687110001E-01  	-1.225404521098070E-04  	2.127866805560600E-03  	-2.610442986439470E-02  	8.477044264243711E-06  	1.782475237877040E+02  	9.584001766930508E-06  	1.639126368216640E+00  	9.723919332151579E-06  	1.608502943683270E+00  	8.477044264243711E-06  	1.782475237877040E+02  	1.254950172670050E-04  	-7.513201504261338E-01  	9.998584902340382E-01  	-1.038067540243040E-04  	8.361989427870987E-06  	1.782284698371870E+02  	9.584001766930508E-06  	1.639126368216640E+00  	9.998584902340382E-01  	-1.038067540243040E-04  	1.255351412472630E-04  	-7.513727164926822E-01  	
2.089296130854040E+02 	2.127689693001420E-03  	-2.712917097241120E-02  	9.978570687109918E-01  	-1.283156041409040E-04  	9.724288872654076E-06  	1.684266675469240E+00  	8.362374776332968E-06  	1.781450371769210E+02  	9.978570687109918E-01  	-1.283156041409040E-04  	2.127866826823260E-03  	-2.733469407024280E-02  	8.477426558002460E-06  	1.781649872926089E+02  	9.584379987667650E-06  	1.716330853587000E+00  	9.724288872654076E-06  	1.684266675469240E+00  	8.477426558002460E-06  	1.781649872926089E+02  	1.254960577490900E-04  	-7.867244304737915E-01  	9.998584902337762E-01  	-1.086990153787170E-04  	8.362374776332968E-06  	1.781450371769210E+02  	9.584379987667650E-06  	1.716330853587000E+00  	9.998584902337762E-01  	-1.086990153787170E-04  	1.255361822075200E-04  	-7.867794729917962E-01  	
2.187761623949550E+02 	2.127689715964670E-03  	-2.840772979510509E-02  	9.978570687109820E-01  	-1.343629304717180E-04  	9.724694049614468E-06  	1.763594723937980E+00  	8.362797282111890E-06  	1.780576808913369E+02  	9.978570687109820E-01  	-1.343629304717180E-04  	2.127866850137300E-03  	-2.862293889052110E-02  	8.477845714961519E-06  	1.780785691379410E+02  	9.584794681302010E-06  	1.797167188721590E+00  	9.724694049614468E-06  	1.763594723937980E+00  	8.477845714961519E-06  	1.780785691379410E+02  	1.254971986050940E-04  	-8.237966188021200E-01  	9.998584902334893E-01  	-1.138218418718000E-04  	8.362797282111890E-06  	1.780576808913369E+02  	9.584794681302010E-06  	1.797167188721590E+00  	9.998584902334893E-01  	-1.138218418718000E-04  	1.255373235878240E-04  	-8.238542543482239E-01  	
2.290867652767770E+02 	2.127689741143370E-03  	-2.974654529574050E-02  	9.978570687109720E-01  	-1.406952582476960E-04  	9.725138297911118E-06  	1.846654135338150E+00  	8.363260525954669E-06  	1.779662173133600E+02  	9.978570687109720E-01  	-1.406952582476960E-04  	2.127866875700641E-03  	-2.997189687461630E-02  	8.478305287612272E-06  	1.779880875946280E+02  	9.585249363205310E-06  	1.881805548272110E+00  	9.725138297911118E-06  	1.846654135338150E+00  	8.478305287612272E-06  	1.779880875946280E+02  	1.254984495169081E-04  	-8.626152261178459E-01  	9.998584902331740E-01  	-1.191860996984861E-04  	8.363260525954669E-06  	1.779662173133600E+02  	9.585249363205310E-06  	1.881805548272110E+00  	9.998584902331740E-01  	-1.191860996984861E-04  	1.255385750745130E-04  	-8.626755767427943E-01  	
2.398832919019490E+02 	2.127689768751280E-03  	-3.114845729250821E-02  	9.978570687109612E-01  	-1.473260191339680E-04  	9.725625383154170E-06  	1.933619690381850E+00  	8.363768433239260E-06  	1.778704543042920E+02  	9.978570687109612E-01  	-1.473260191339680E-04  	2.127866903730280E-03  	-3.138442935406890E-02  	8.478809170375340E-06  	1.778933525474410E+02  	9.585747887205449E-06  	1.970423980772070E+00  	9.725625383154170E-06  	1.933619690381850E+00  	8.478809170375340E-06  	1.778933525474410E+02  	1.254998211001060E-04  	-9.032624490980770E-01  	9.998584902328290E-01  	-1.248031671609190E-04  	8.363768433239260E-06  	1.778704543042920E+02  	9.585747887205449E-06  	1.970423980772070E+00  	9.998584902328290E-01  	-1.248031671609190E-04  	1.255399472880410E-04  	-9.033256425817557E-01  	
2.511886431509580E+02 	2.127689799022740E-03  	-3.261643944135910E-02  	9.978570687109491E-01  	-1.542692778047389E-04  	9.726159433460740E-06  	2.024674248367100E+00  	8.364325307055980E-06  	1.777701908817400E+02  	9.978570687109491E-01  	-1.542692778047389E-04  	2.127866934464180E-03  	-3.286353251204760E-02  	8.479361632426170E-06  	1.777941651260920E+02  	9.586294478098791E-06  	2.063208758149920E+00  	9.726159433460740E-06  	2.024674248367100E+00  	8.479361632426170E-06  	1.777941651260920E+02  	1.255013249939480E-04  	-9.458243420138482E-01  	9.998584902324510E-01  	-1.306849588032020E-04  	8.364325307055980E-06  	1.777701908817400E+02  	9.586294478098791E-06  	2.063208758149920E+00  	9.998584902324510E-01  	-1.306849588032020E-04  	1.255414518730160E-04  	-9.458905121318899E-01  	
2.630267991895380E+02 	2.127689832214740E-03  	-3.415360554376860E-02  	9.978570687109350E-01  	-1.615397617752230E-04  	9.726744974269090E-06  	2.120009104518380E+00  	8.364935864446492E-06  	1.776652168339990E+02  	9.978570687109350E-01  	-1.615397617752230E-04  	2.127866968163230E-03  	-3.441234373889200E-02  	8.479967353654529E-06  	1.776903173228020E+02  	9.586893767270520E-06  	2.160354738541399E+00  	9.726744974269090E-06  	2.120009104518380E+00  	8.479967353654529E-06  	1.776903173228020E+02  	1.255029739600410E-04  	-9.903909961327182E-01  	9.998584902320360E-01  	-1.368439506835719E-04  	8.364935864446492E-06  	1.776652168339990E+02  	9.586893767270520E-06  	2.160354738541399E+00  	9.998584902320360E-01  	-1.368439506835719E-04  	1.255431015969090E-04  	-9.904602829351776E-01  	
2.754228703338170E+02 	2.127689868609050E-03  	-3.576321615180480E-02  	9.978570687109211E-01  	-1.691528926393920E-04  	9.727386966479280E-06  	2.219824360728700E+00  	8.365605276098401E-06  	1.775553123208340E+02  	9.978570687109211E-01  	-1.691528926393920E-04  	2.127867005113510E-03  	-3.603414828721100E-02  	8.480631464053910E-06  	1.775815915962790E+02  	9.587550831717437E-06  	2.262065742563641E+00  	9.727386966479280E-06  	2.219824360728700E+00  	8.480631464053910E-06  	1.775815915962790E+02  	1.255047819905080E-04  	-1.037056727221340E+00  	9.998584902315810E-01  	-1.432932068375891E-04  	8.365605276098401E-06  	1.775553123208340E+02  	9.587550831717437E-06  	2.262065742563641E+00  	9.998584902315810E-01  	-1.432932068375891E-04  	1.255449104582720E-04  	-1.037129277323920E+00  	
2.884031503126610E+02 	2.127689908514631E-03  	-3.744868548451508E-02  	9.978570687109040E-01  	-1.771248187797670E-04  	9.728090848234819E-06  	2.324329309832319E+00  	8.366339209820679E-06  	1.774402474606960E+02  	9.978570687109040E-01  	-1.771248187797670E-04  	2.127867045628690E-03  	-3.773238624065580E-02  	8.481359586863600E-06  	1.774677604621160E+02  	9.588271236794440E-06  	2.368554943153920E+00  	9.728090848234819E-06  	2.324329309832319E+00  	8.481359586863600E-06  	1.774677604621160E+02  	1.255067644265560E-04  	-1.085920271477300E+00  	9.998584902310820E-01  	-1.500464069884840E-04  	8.366339209820679E-06  	1.774402474606960E+02  	9.588271236794440E-06  	2.368554943153920E+00  	9.998584902310820E-01  	-1.500464069884840E-04  	1.255468938053600E-04  	-1.085996238365660E+00  	
3.019951720402020E+02 	2.127689952270230E-03  	-3.921358867030890E-02  	9.978570687108870E-01  	-1.854724496186060E-04  	9.728862580688848E-06  	2.433742833470120E+00  	8.367143878154790E-06  	1.773197819044840E+02  	9.978570687108870E-01  	-1.854724496186060E-04  	2.127867090052700E-03  	-3.951065981115799E-02  	8.482157885816100E-06  	1.773485860696920E+02  	9.589061083035590E-06  	2.480045269004520E+00  	9.728862580688848E-06  	2.433742833470120E+00  	8.482157885816100E-06  	1.773485860696920E+02  	1.255089380884660E-04  	-1.137084990227310E+00  	9.998584902305350E-01  	-1.571178755634180E-04  	8.367143878154790E-06  	1.773197819044840E+02  	9.589061083035590E-06  	2.480045269004520E+00  	9.998584902305350E-01  	-1.571178755634180E-04  	1.255490684661870E-04  	-1.137164534574920E+00  	
3.162277660168380E+02 	2.127690000247290E-03  	-4.106166933070388E-02  	9.978570687108670E-01  	-1.942134914831070E-04  	9.729708698129876E-06  	2.548293813529811E+00  	8.368026090508690E-06  	1.771936643961020E+02  	9.978570687108670E-01  	-1.942134914831070E-04  	2.127867138762680E-03  	-4.137274098011529E-02  	8.483033116874384E-06  	1.772238197658080E+02  	9.589927057433171E-06  	2.596769821538040E+00  	9.729708698129876E-06  	2.548293813529811E+00  	8.483033116874384E-06  	1.772238197658080E+02  	1.255113214180900E-04  	-1.190659083735859E+00  	9.998584902299360E-01  	-1.645226120772161E-04  	8.368026090508690E-06  	1.771936643961020E+02  	9.589927057433171E-06  	2.596769821538040E+00  	9.998584902299360E-01  	-1.645226120772161E-04  	1.255514528910730E-04  	-1.190742373735990E+00  	
3.311311214825910E+02 	2.127690052853110E-03  	-4.299684752153250E-02  	9.978570687108461E-01  	-2.033664851606650E-04  	9.730636362876460E-06  	2.668221557047150E+00  	8.368993310236169E-06  	1.770616323201820E+02  	9.978570687108461E-01  	-2.033664851606650E-04  	2.127867192172110E-03  	-4.332257949974289E-02  	8.483992684878510E-06  	1.770932016453730E+02  	9.590876489592639E-06  	2.718972305265800E+00  	9.730636362876460E-06  	2.668221557047150E+00  	8.483992684878510E-06  	1.770932016453730E+02  	1.255139346350400E-04  	-1.246755814474480E+00  	9.998584902292781E-01  	-1.722763229479959E-04  	8.368993310236169E-06  	1.770616323201820E+02  	9.590876489592639E-06  	2.718972305265800E+00  	9.998584902292781E-01  	-1.722763229479959E-04  	1.255540673089240E-04  	-1.246843026186859E+00  	
3.467368504525320E+02 	2.127690110534250E-03  	-4.502322804845910E-02  	9.978570687108220E-01  	-2.129508452238010E-04  	9.731653425387380E-06  	2.793776234341330E+00  	8.370053717121330E-06  	1.769234112374980E+02  	9.978570687108220E-01  	-2.129508452238010E-04  	2.127867250734401E-03  	-4.536431127157080E-02  	8.485044705558780E-06  	1.769564600896590E+02  	9.591917413219770E-06  	2.846907471249540E+00  	9.731653425387380E-06  	2.793776234341330E+00  	8.485044705558780E-06  	1.769564600896590E+02  	1.255167999079140E-04  	-1.305493740206650E+00  	9.998584902285570E-01  	-1.803954548121980E-04  	8.370053717121330E-06  	1.769234112374980E+02  	9.591917413219770E-06  	2.846907471249540E+00  	9.998584902285570E-01  	-1.803954548121980E-04  	1.255569338985220E-04  	-1.305585057919271E+00  	
3.630780547701010E+02 	2.127690173780370E-03  	-4.714510917445901E-02  	9.978570687107970E-01  	-2.229869012081210E-04  	9.732768490074510E-06  	2.925219330023070E+00  	8.371216275769649E-06  	1.767787144088140E+02  	9.978570687107970E-01  	-2.229869012081210E-04  	2.127867314946681E-03  	-4.750226711986808E-02  	8.486198073413353E-06  	1.768133112927860E+02  	9.593058633437198E-06  	2.980841573244030E+00  	9.732768490074510E-06  	2.925219330023070E+00  	8.486198073413353E-06  	1.768133112927860E+02  	1.255199415419690E-04  	-1.366996957246650E+00  	9.998584902277672E-01  	-1.888972294096400E-04  	8.371216275769649E-06  	1.767787144088140E+02  	9.593058633437198E-06  	2.980841573244030E+00  	9.998584902277672E-01  	-1.888972294096400E-04  	1.255600769762920E-04  	-1.367092573853290E+00  	
3.801893963205610E+02 	2.127690243128380E-03  	-4.936699173774180E-02  	9.978570687107690E-01  	-2.334959407306090E-04  	9.733990987348940E-06  	3.062824106357060E+00  	8.372490810450861E-06  	1.766272423080850E+02  	9.978570687107690E-01  	-2.334959407306090E-04  	2.127867385354070E-03  	-4.974098197861882E-02  	8.487462535992399E-06  	1.766634587773220E+02  	9.594309800472180E-06  	3.121052835929820E+00  	9.733990987348940E-06  	3.062824106357060E+00  	8.487462535992399E-06  	1.766634587773220E+02  	1.255233861848360E-04  	-1.431395354252390E+00  	9.998584902269002E-01  	-1.977996801126230E-04  	8.372490810450861E-06  	1.766272423080850E+02  	9.594309800472180E-06  	3.121052835929820E+00  	9.998584902269002E-01  	-1.977996801126230E-04  	1.255635232021050E-04  	-1.431495471646520E+00  	
3.981071705534970E+02 	2.127690319166980E-03  	-5.169358869946960E-02  	9.978570687107381E-01  	-2.445002546396200E-04  	9.735331252478610E-06  	3.206876078275670E+00  	8.373888086986970E-06  	1.764686821262140E+02  	9.978570687107381E-01  	-2.445002546396200E-04  	2.127867462554240E-03  	-5.208520451154551E-02  	8.488848775178580E-06  	1.765065929001370E+02  	9.595681490305469E-06  	3.267831934448920E+00  	9.735331252478610E-06  	3.206876078275670E+00  	8.488848775178580E-06  	1.765065929001370E+02  	1.255271630519870E-04  	-1.498824876911490E+00  	9.998584902259487E-01  	-2.071216901765200E-04  	8.373888086986970E-06  	1.764686821262140E+02  	9.595681490305469E-06  	3.267831934448920E+00  	9.998584902259487E-01  	-2.071216901765200E-04  	1.255673018048580E-04  	-1.498929706396881E+00  	
